image_path,class_name,labels
"/kaggle/input/van-gogh-paintings/Watercolors/Standing Woman, Half-Length.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Scheveningen Woman 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Sale of Building Scrap.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Drawbridge in Nieuw-Amsterdam.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Old Vineyard with Peasant Woman.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Bench with Three Persons.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Woman Sien with Baby on her Lap, Half-Figure.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Grinding Coffee.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Peat Bog.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman with White Shawl in a Wood.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Weaver 4.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Miners in the Snow Winter.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Man Winding Yarn.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Young Woman Sewing.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Peasant Woman, Head.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Rooftops.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Landscape with a Stack of Peat and Farmhouses.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/View of The Hague with the New Church.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Weed Burner, Sitting on a Wheelbarrow with his Wife.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Girl with Black Cap Sitting on the Ground.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Peasant Man and Woman, Digging.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Iron Mill in The Hague.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Parsonage Garden at Nuenen with Pond and Figures.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Farmer Sitting at the Fireside, Reading.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Waiting Room.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Weaver, Arranging Threads.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Church Pew with Worshippers.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Women Miners.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Landscape 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Night Cafe in Arles.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Man with Broom.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Peasant Sitting by the Fireplace_Worn Out 2.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Weaver Facing Right, Interior with One Window and High Chair.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Reeling Yarn 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Bench with Four Persons and Baby.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Peasant Woman Sowing with a Basket.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Scheveningen Woman Knitting.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Interior with a Weaver Facing Right.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Meadow, In the Background New Church.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Scheveningen Women and Other People Under Umbrellas.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Windmills near Dordrecht.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Pollard Willow 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman by a Hearth.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Fishing Boats on the Beach.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Weaver 3.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Gate in the Paris Ramparts.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Reeling Yarn.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Sien Nursing Baby.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Weaver.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/View of Scheveningen.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Pink Peach Trees.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Digger 3.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Lumber Sale.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman with Dark Cap Sien s Mother.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Trees in the Garden of the Asylum.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Vincent s House in Arles The Yellow House.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Sewing 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Boy Cutting Grass with a Sickle.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Orchard in Blossom with Two Figures Spring.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman with a Broom 2.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Woman with Shawl, Sewing.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Zouave Half Length.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Beach with People Walking and Boats.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Peasant Girl Raking.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Harvest Landscape.jpg,Watercolors,10
"/kaggle/input/van-gogh-paintings/Watercolors/Wood Gatherer, Figure Study.jpg",Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Digger 2.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Coalmine in the Borinage.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Mill of Alphonse Daudet at Fontevielle.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman Spreading Out Laundry on a Field.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Four Men Cutting Wood.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Entrance to the Moulin de la Galette.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Breton Women after Emile Bernard.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/The Landscape in Dr.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Stone Steps in the Garden of the Asylum.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Farmer Leaning on his Spade.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Scheveningen Woman Sewing.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Lower Part of the Windmill De Laakmolen.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Landscape.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Road Running Beside the Paris Ramparts.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Mother at the Cradle and Child Sitting on the Floor.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Fish-Drying Barn.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Sower with Basket.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Meadows near Rijswijk.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Trees and Shrubs.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/A Sunday in Eindhoven.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Window of Vincent s Studio at the Asylum.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Meadows near Rijswijk and the Schenkweg.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Woman with a Broom.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Study of a Tree.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Weaver Facing Left.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Farmhouse.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Outskirts of Paris near Montmartre.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Garden with Arbor.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Watercolors/Landscape with Cottages.jpg,Watercolors,10
/kaggle/input/van-gogh-paintings/Sketches in letters/Stooping Woman in Landscape.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Farmhouse with Wheat Field along a Road and Field with Flowers.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Beach and Sea.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Old Man Reeling Yarn.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Scheveningen Woman Sewing 2.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Interior with Woman Sewing.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Woody Landscape After the Rain.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Snowy Yard.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Peasant Sitting by the Fireplace_Worn Out.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Memory of the Garden at Etten.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Garbage Dump 2.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Peasant Woman, Two Heads.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Sculpture and Still Life with Cabbage and Clogs.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Woman at the Window, Knitting.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Three Persons Sitting at the Window.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Honesty in a Vase.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Man Putting Potatoes in a Sack.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Digger.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Wheat Fields 3.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/The Public Soup Kitchen.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Bleaching Ground.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Group of People on the Beach with Fishing Boat Arriving.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Nude Woman, Half-Length_The Great Lady.jpg",Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Peasant Woman, Seen against the Window, Two Heads.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Miners in the Snow at Dawn.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Gardener with a Wheelbarrow.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Road with Pollard Willows 2.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Field of Grass with Dandelions and Tree Trunks.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Pollard Willow.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Sower and Trunk of an Old Yew Tree.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Still Life with Coffee Pot.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Sower with Hand in Sack.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/The Public Soup Kitchen 2.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Daubigny s Garden with Black Cat.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Newly Mowed Lawn with Weeping Tree.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Public Garden with a Couple and a Blue Fir Tree.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Cypresses.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Still Life with Coffee Pot 2.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Woman Reading a Novel.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Girl Kneeling in Front of a Cradle.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Garbage Dump.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Two Peasant Women, Digging.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Field in a Thunderstorm_Digger and Figure of a Woman.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Parsonage with Flowering Trees.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Potato Grubbers, Four Figures.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Man Pulling a Harrow.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Old Woman Seen from Behind.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Beach and Boats.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Breakwater.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Enclosed Field with Ploughman.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/A Lane of Cypresses with a Couple Walking.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Garden with Flowers.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/The Tarascon Stagecoach.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Doctor Gachet Sitting at a Table with Books and a Glass with Sprigs of Foxglove.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Peasant Woman, Head.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Rooftops.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Sunset Over a Meadow.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Five Persons at a Meal.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Orphans.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Church Pew with Worshippers.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Path to the Beach.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Street in Saintes-Maries.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Bench with Four Persons and Baby.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Peasant Man and Woman Planting Potatoes.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/The Raising of Lazarus.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/The Starry Night.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/The Viaduct and the Trinquetaille Bridge.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Scheveningen Woman Knitting.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Wheat Fields 2.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/People in the Studio.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/State Lottery Office.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Church in Nuenen, with One Figure.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Vincent s Bedroom in Arles.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Peasant Burning Weeds, and Farmhouse at Night.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/La Crau with Peach Trees in Bloom.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Wheat Field with Setting Sun.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Fishing Boats on the Beach.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Cemetery.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Orchard Surrounded by Cypresses.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Gardener near a Gnarled Apple Tree.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Plowman with Stooping Woman, and a Little Farmhouse with Piles of Peat.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Marguerite Gachet at the Piano.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Death s-Head Moth.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Couple Walking between Rows of Trees.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Drawbridge with Walking Couple.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/The Tarascon Stagecoach 2.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Orchard and House with Orange Roof.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Cottages with Thatched Roofs and Figures.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Quay with Men Unloading Sand Barges.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Trees with Ivy.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/L Arlesienne Madame Ginoux.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Plowman with Two Women.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Girl with Straw Hat, Sitting in the Wheat.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Wheat Fields.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Beach with People Walking and Boats.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Orchard in Bloom with View of Arles.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Sower with Setting Sun 3.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Round Clipped Shrub in the Public Garden.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Vincent s Bedroom.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Vincent s House.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Digger 2.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Girl near the Stove, Grinding Coffee.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Bird s Nest.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Weed Burner, Sitting on a Wheelbarrow with his Wife_Three Persons Returning from the Potato Field.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Man in a Village Inn.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Women Working in the Peat.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Farmer Leaning on his Spade.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Scheveningen Woman Sewing.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Gordina de Groot, Head.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Lane with Poplars.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/The Schenkweg.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Sower with Setting Sun.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/The Seine with the Pont de Clichy.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Little Blossoming Pear Tree.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/A Girl in a Wood.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Orchard and House with Orange Roof 2.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Scheveningen Woman Standing.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Road with Pollard Willows.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Sower with Setting Sun 2.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Road with Men Walking, Carriage, Cypress, Star, and Crescent Moon.jpg",Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Workman beside a Mound of Peat, and a Peat Boat with Two Figures.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Road with Pollard Willows_Farmhouses on a Road with Trees.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Fishing Boats at Sea, Landscape with Edge of a Road, and a Farm along a Road.jpg",Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Woman near a Window twice , Man with Winnow, Sower, and Woman with Broom.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Weaver Facing Left.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Fishing Boats on the Beach 2.jpg,Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Woman Digging.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Sketches in letters/Peasant Woman, Seen against the Window, Head and Whole Figure.jpg",Sketches in letters,8
/kaggle/input/van-gogh-paintings/Sketches in letters/Wheat Harvest.jpg,Sketches in letters,8
"/kaggle/input/van-gogh-paintings/Face/The Ravoux Inn Auvers-sur-Oise, France.jpg",Face,4
/kaggle/input/van-gogh-paintings/Face/Head of an Old Woman with White Cap The Midwife.jpg,Face,4
"/kaggle/input/van-gogh-paintings/Face/Theo van Gogh, the brother of Vincent 3.jpg",Face,4
"/kaggle/input/van-gogh-paintings/Face/Vincent van Gogh, age 13.jpg",Face,4
/kaggle/input/van-gogh-paintings/Face/The painter Emile Bernard and Vincent van Gogh seen from the back have a good time discussing color insinde a black-and-wite photo.jpg,Face,4
/kaggle/input/van-gogh-paintings/Face/Vincent van Gogh on his deathbead. His friend and doctor Paul Gachet made this excellent drawing.jpg,Face,4
"/kaggle/input/van-gogh-paintings/Face/Theo van Gogh, the brother of Vincent 2.jpg",Face,4
/kaggle/input/van-gogh-paintings/Face/The mother of Vincent van Gogh was a very talented painter.jpg,Face,4
"/kaggle/input/van-gogh-paintings/Face/Johanna van Gogh-Bonger, Vincent van Goghs sister-in-law.jpg",Face,4
/kaggle/input/van-gogh-paintings/Face/Backyards of Old Houses in Antwerp in the Snow.jpg,Face,4
"/kaggle/input/van-gogh-paintings/Face/Vincents brother Theo died one year after him. They were buried side by side as equals. I do not know, why Theos wife Johanna, when her time came, was nor buried next to them.jpg",Face,4
/kaggle/input/van-gogh-paintings/Face/This card was sent to the friends of Vincent.jpg,Face,4
/kaggle/input/van-gogh-paintings/Face/Anna Cornelia van Gogh.jpg,Face,4
/kaggle/input/van-gogh-paintings/Face/This was Vincents room in the asylum in Saint Remy.jpg,Face,4
/kaggle/input/van-gogh-paintings/Face/Skull with Burning Cigarette.jpg,Face,4
/kaggle/input/van-gogh-paintings/Face/Anna Cornelia van Gogh 2.jpg,Face,4
"/kaggle/input/van-gogh-paintings/Face/Toulouse-Lautrec, Portrait of Vincent van Gogh.jpg",Face,4
/kaggle/input/van-gogh-paintings/Face/Portrait of an Old Man with Beard.jpg,Face,4
/kaggle/input/van-gogh-paintings/Face/Head of a Woman with her Hair Loose.jpg,Face,4
"/kaggle/input/van-gogh-paintings/Face/Vincent van Gogh, age 19.jpg",Face,4
/kaggle/input/van-gogh-paintings/Face/Anna Cornelia van Gogh 3.jpg,Face,4
/kaggle/input/van-gogh-paintings/Face/Portrait of a Woman with Red Ribbon.jpg,Face,4
/kaggle/input/van-gogh-paintings/Face/Theodorus van Gogh.jpg,Face,4
"/kaggle/input/van-gogh-paintings/Face/Theo van Gogh, the brother of Vincent.jpg",Face,4
"/kaggle/input/van-gogh-paintings/Face/Toulouse-Lautrec, Portrait of Vincent van Gogh 2.jpg",Face,4
"/kaggle/input/van-gogh-paintings/Face/Johanna Bonger, Vincent van Goghs sister-in-law.jpg",Face,4
/kaggle/input/van-gogh-paintings/Face/Portrait of Woman in Blue.jpg,Face,4
"/kaggle/input/van-gogh-paintings/Face/Theo van Gogh, the brother of Vincent 4.jpg",Face,4
"/kaggle/input/van-gogh-paintings/Drawings/Orphan Man, Sitting with a Girl.jpg",Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Cypresses with Four People Working in the Field.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Venus in a Top Hat.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Sien under Umbrella with Girl.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Sheet with Two Groups of Peasants at a Meal.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Arles View from the Wheat Field.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Couple Dancing.jpg,Drawings,3
"/kaggle/input/van-gogh-paintings/Drawings/Man with Pipe and Eye Bandage, Head.jpg",Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Carriage Drawn by a Horse.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Sketch of a Left Hand 2.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Sheet with Numerous Figure Sketches.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Hands 3.jpg,Drawings,3
"/kaggle/input/van-gogh-paintings/Drawings/View of Paris, with the Htel de Ville and the Tour-Saint-Jacques.jpg",Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Sower 6.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Two Women on a Quay.jpg,Drawings,3
/kaggle/input/van-gogh-paintings/Drawings/Landscape with a Church.jpg,Drawings,3
